intensity	day_of_week	month	day	hour	minute
0.8911764705882353	2	04	18	12	18
0.7587521663778163	2	04	18	12	23
0.7856219291440393	2	04	18	12	28
0.7882856586884608	2	04	18	12	33
0.9489402697495183	2	04	18	12	38
0.7441137272323411	3	04	19	12	18
0.7234787291330103	3	04	19	12	23
0.6572556162720097	3	04	19	12	29
0.649759196639	3	04	19	12	34
0.6815745883269999	3	04	19	12	39
0.6459307203643774	3	04	19	12	44
0.7278645833333334	3	04	19	12	53
0.7077069911715581	3	04	19	12	58
0.7057971014492753	3	04	19	13	03
0.736986301369863	3	04	19	13	08
0.692806822395254	3	04	19	13	13
0.671012393368743	3	04	19	13	18
0.9980506822612085	3	04	19	13	23
0.6762202536043078	3	04	19	13	28
0.7193923145665773	3	04	19	13	33
0.7235099337748344	3	04	19	13	38
0.7087783916513198	3	04	19	13	43
0.692390139335477	3	04	19	13	48
0.6345362456473568	3	04	19	13	53
0.7863562091503268	3	04	19	13	58
0.7219321148825065	3	04	19	16	42
0.7990196078431373	3	04	19	16	47
0.7960332693538068	3	04	19	16	52
0.7691165553080921	3	04	19	16	57
0.855604075691412	3	04	19	17	03
0.6793449550977285	3	04	19	17	12
0.7201765273755344	3	04	19	17	17
0.7424351585014409	3	04	19	17	22
0.7951781970649895	3	04	19	17	27
0.8154976019184652	3	04	19	17	32
0.7966029723991508	4	04	20	10	22
0.7654949906605536	4	04	20	10	27
0.7453154875717017	4	04	20	10	32
1.0	4	04	20	10	42
0.7476878989188485	4	04	20	10	47
0.7887172887172887	4	04	20	10	52
0.7449447959310259	4	04	20	10	57
0.7322802754151478	4	04	20	11	02
0.9965736661771905	4	04	20	11	07
0.9972632731253421	4	04	20	11	12
0.7022299956274596	4	04	20	11	17
0.7795224075891397	4	04	20	11	22
0.7511196417146513	4	04	20	11	27
0.7387020047570506	4	04	20	11	32
0.6417624521072797	4	04	20	11	42
0.7364121897580899	4	04	20	11	52
0.817966903073286	4	04	20	11	57
0.702733603575512	4	04	20	12	02
0.7212209774314012	4	04	20	12	07
0.6522472771897531	4	04	20	12	27
0.6568771414586393	4	04	20	12	32
0.9032578466428287	3	03	15	11	08
0.7439024390243902	3	03	15	11	13
0.751004016064257	3	03	15	11	18
0.6712046204620462	6	04	22	10	23
0.7335553705245629	6	04	22	10	51
0.6601111111111111	6	04	22	10	56
0.7152317880794702	6	04	22	11	01
0.6624025341130604	6	04	22	11	06
0.7523148148148148	6	04	22	11	11
0.6871794871794872	6	04	22	11	16
0.6940284710667406	6	04	22	11	21
0.6879781420765028	6	04	22	11	26
0.6584894439488552	6	04	22	11	31
0.6829509005674809	6	04	22	11	36
0.7616209773539928	6	04	22	11	41
0.99039780521262	6	04	22	11	46
0.6895441450601593	6	04	22	11	51
